id,camera_number,original_id,latitude,longitude,utm_x,utm_y,street,intersection,neighborhood,camera_type,status,status_id,organizational_unit,installation_date,is_active,is_public,is_santos_aovivo,created_at,updated_at
280,CAM1765,3048,-23.96404694,-46.33203931,364471.00,7349114.00,Avenida Anna Costa,Rua Tolentino Filgueiras,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2022-05-23,true,true,true,2025-11-18 18:18:25.04797+00,2025-11-18 18:31:50.46575+00
281,CAM1781,3062,-23.96774633,-46.34997322,362650.00,7348687.00,Avenida Presidente Wilson,Rua Newton Prado,José Menino,Fixa Digital HD,Em Funcionamento,1,,2023-05-16,true,true,true,2025-11-18 18:18:25.371966+00,2025-11-18 18:32:01.616054+00
282,CAM1782,3063,-23.96775501,-46.35001262,362646.00,7348686.00,Avenida Presidente Wilson,Rua Newton Prado,José Menino,Fixa Digital HD,Em Funcionamento,1,,2023-05-16,true,true,true,2025-11-18 18:18:25.698869+00,2025-11-18 18:32:01.616054+00
283,CAM1785,7361,-23.91837119,-46.28626287,369083.00,7354215.00,Rua Andrade Soares,,Monte Cabrão,Fixa Digital HD,Em Funcionamento,1,SEÇÃO UNIDADE DE SAÚDE DA FAMÍLIA DE CARUARA / MONTE CABRÃO,,true,true,true,2025-11-18 18:18:26.00173+00,2025-11-18 18:32:01.616054+00
284,CAM1791,3840,-23.88159674,-46.19215524,378628.00,7358371.00,Rua Andrade Soares,,Caruara,Fixa Digital HD,Em Funcionamento,1,,2024-03-20,true,true,true,2025-11-18 18:18:26.293426+00,2025-11-18 18:32:01.616054+00
285,CAM1792,3783,-23.89022473,-46.18822692,379036.00,7357419.00,Praça do Portinho,Rua Andrade Soares,Caruara,Fixa Digital HD,Em Funcionamento,1,,2024-01-17,true,true,true,2025-11-18 18:18:26.631037+00,2025-11-18 18:32:01.616054+00
286,CAM1793,3784,-23.89023346,-46.18826629,379032.00,7357418.00,Praça do Portinho,Rua Andrade Soares,Caruara,Fixa Digital HD,Em Funcionamento,1,,2024-01-17,true,true,true,2025-11-18 18:18:26.925493+00,2025-11-18 18:32:01.616054+00
287,CAM1794,3785,-23.89024264,-46.18824673,379034.00,7357417.00,Praça do Portinho,Rua Andrade Soares,Caruara,Fixa Digital HD,Em Funcionamento,1,,2024-01-17,true,true,true,2025-11-18 18:18:27.233797+00,2025-11-18 18:32:01.616054+00
288,CAM1796,3789,-23.88493918,-46.18970100,378881.00,7358003.00,Rua Caramuru do Caruara,,Caruara,Fixa Digital HD,Em Funcionamento,1,,2024-01-17,true,true,true,2025-11-18 18:18:27.538562+00,2025-11-18 18:32:01.616054+00
289,CAM1797,3790,-23.88494828,-46.18969126,378882.00,7358002.00,Rua Caramuru do Caruara,,Caruara,Fixa Digital HD,Em Funcionamento,1,,2024-01-17,true,true,true,2025-11-18 18:18:27.824645+00,2025-11-18 18:32:01.616054+00
290,CAM1798,3791,-23.88501992,-46.18977049,378874.00,7357994.00,Rua Caramuru do Caruara,,Caruara,Fixa Digital HD,Em Funcionamento,1,,2024-01-24,true,true,true,2025-11-18 18:18:28.081397+00,2025-11-18 18:32:01.616054+00
291,CAM1812,3804,-23.96931968,-46.34974393,362675.00,7348513.00,,,José Menino,Fixa Digital HD,Em Funcionamento,1,,2024-01-29,true,true,true,2025-11-18 18:18:28.348181+00,2025-11-18 18:32:01.616054+00
292,CAM1814,3808,-23.96998633,-46.34992777,362657.00,7348439.00,,,José Menino,Fixa Digital HD,Em Funcionamento,1,,2024-02-08,true,true,true,2025-11-18 18:18:28.606124+00,2025-11-18 18:32:01.616054+00
293,CAM1819,3812,-23.96997207,-46.34949520,362701.00,7348441.00,,,José Menino,Fixa Digital HD,Em Funcionamento,1,,2024-02-06,true,true,true,2025-11-18 18:18:28.855464+00,2025-11-18 18:32:01.616054+00
294,CAM1832,3825,-23.97061180,-46.34965911,362685.00,7348370.00,,,José Menino,Fixa Digital HD,Em Funcionamento,1,,2024-02-16,true,true,true,2025-11-18 18:18:29.084249+00,2025-11-18 18:32:01.616054+00
295,CAM1833,3826,-23.97062032,-46.34971816,362679.00,7348369.00,,,José Menino,Fixa Digital HD,Em Funcionamento,1,,2024-02-16,true,true,true,2025-11-18 18:18:29.362678+00,2025-11-18 18:32:01.616054+00
296,CAM1839,3834,-23.97118928,-46.34971426,362680.00,7348306.00,,,José Menino,Fixa Digital HD,Em Funcionamento,1,,2024-02-16,true,true,true,2025-11-18 18:18:29.667368+00,2025-11-18 18:32:01.616054+00
297,CAM1846,3820,-23.97049597,-46.34948100,362703.00,7348383.00,,,José Menino,Fixa Digital HD,Em Funcionamento,1,,2024-02-08,true,true,true,2025-11-18 18:18:30.013495+00,2025-11-18 18:32:01.616054+00
298,CAM1856,7366,-23.88155280,-46.19199770,378644.00,7358376.00,Rua Andrade Soares,,Caruara,Fixa Digital HD,Em Funcionamento,1,,,true,true,true,2025-11-18 18:18:30.392189+00,2025-11-18 18:32:01.616054+00
299,CAM1859,7290,-23.93150105,-46.32673378,364977.00,7352723.00,Avenida Antonio Prado,,Porto Valongo,Fixa Digital HD,Em Funcionamento,1,,2024-07-04,true,true,true,2025-11-18 18:18:30.69972+00,2025-11-18 18:32:01.616054+00
300,CAM1860,7291,-23.93143292,-46.32730292,364919.00,7352730.00,Avenida Antonio Prado,,Porto Valongo,Fixa Digital HD,Em Funcionamento,1,,2024-07-04,true,true,true,2025-11-18 18:18:30.946449+00,2025-11-18 18:32:01.616054+00
301,CAM1862,7293,-23.93148905,-46.32707752,364942.00,7352724.00,Avenida Antonio Prado,,Porto Valongo,Fixa Digital HD,Em Funcionamento,1,,2024-07-04,true,true,true,2025-11-18 18:18:31.213208+00,2025-11-18 18:32:01.616054+00
302,CAM1863,7294,-23.93135677,-46.32775408,364873.00,7352738.00,Avenida Antonio Prado,,Porto Valongo,Fixa Digital HD,Em Funcionamento,1,,2024-07-04,true,true,true,2025-11-18 18:18:31.452456+00,2025-11-18 18:32:01.616054+00
303,CAM1871,7302,-23.93153484,-46.32595796,365056.00,7352720.00,Avenida Antonio Prado,,Porto Valongo,Fixa Digital HD,Em Funcionamento,1,,2024-07-04,true,true,true,2025-11-18 18:18:31.76666+00,2025-11-18 18:32:01.616054+00
304,CAM1872,7303,-23.93160254,-46.32543794,365109.00,7352713.00,Avenida Antonio Prado,,Porto Valongo,Fixa Digital HD,Em Funcionamento,1,,2024-07-04,true,true,true,2025-11-18 18:18:32.055671+00,2025-11-18 18:32:01.616054+00
305,CAM1873,7304,-23.93155764,-46.32540801,365112.00,7352718.00,Avenida Antonio Prado,,Porto Valongo,Fixa Digital HD,Em Funcionamento,1,,2024-07-04,true,true,true,2025-11-18 18:18:32.357874+00,2025-11-18 18:32:01.616054+00
306,CAM1874,7305,-23.93153755,-46.32564360,365088.00,7352720.00,Avenida Antonio Prado,,Porto Valongo,Fixa Digital HD,Em Funcionamento,1,,2024-07-04,true,true,true,2025-11-18 18:18:32.646917+00,2025-11-18 18:32:01.616054+00
307,CAM1880,7311,-23.93140421,-46.32748929,364900.00,7352733.00,Avenida Antonio Prado,,Porto Valongo,Fixa Digital HD,Em Funcionamento,1,,2024-07-04,true,true,true,2025-11-18 18:18:32.971839+00,2025-11-18 18:32:01.616054+00
308,CAM1882,7313,-23.93144420,-46.32599633,365052.00,7352730.00,Avenida Antonio Prado,,Porto Valongo,Fixa Digital HD,Em Funcionamento,1,,2024-07-04,true,true,true,2025-11-18 18:18:33.276467+00,2025-11-18 18:32:01.616054+00
309,CAM1903,7563,-23.96648707,-46.32033041,365665.00,7348855.00,Rua Bento de Abreu,Rua Alvares de Azevedo,Boqueirão,Fixa Digital HD,Em Funcionamento,1,,2025-01-08,true,true,true,2025-11-18 18:18:33.578664+00,2025-11-18 18:32:01.616054+00
310,CAM1925,7782,-23.93376756,-46.32675694,364977.00,7352472.00,Rua General Câmara,Rua Itororó,Centro,Fixa Digital HD,Em Funcionamento,1,,2025-02-28,true,true,true,2025-11-18 18:18:33.865204+00,2025-11-18 18:32:01.616054+00
311,CAM1926,7783,-23.93378545,-46.32677678,364975.00,7352470.00,Rua General Câmara,Rua Itororó,Centro,Fixa Digital HD,Em Funcionamento,1,,2025-02-28,true,true,true,2025-11-18 18:18:34.175429+00,2025-11-18 18:32:01.616054+00
312,CAM1929,7799,-23.93331334,-46.33020085,364626.00,7352519.00,Rua do Comércio,Praça Ruy Barbosa,Centro,Fixa Digital HD,Em Funcionamento,1,,2025-03-12,true,true,true,2025-11-18 18:18:34.482194+00,2025-11-18 18:32:01.616054+00
313,CAM1930,7800,-23.93328633,-46.33019075,364627.00,7352522.00,Rua do Comércio,Praça Ruy Barbosa,Centro,Fixa Digital HD,Em Funcionamento,1,,2025-03-12,true,true,true,2025-11-18 18:18:34.92276+00,2025-11-18 18:32:01.616054+00
314,CAM1931,7801,-23.93331308,-46.33023032,364623.00,7352519.00,Rua do Comércio,Praça Ruy Barbosa,Centro,Fixa Digital HD,Em Funcionamento,1,,2025-03-12,true,true,true,2025-11-18 18:18:35.22647+00,2025-11-18 18:32:01.616054+00
315,CAM1933,7795,-23.94758910,-46.37045675,360544.00,7350899.00,Rua Domingos José Martins,Avenida Nossa Senhora de Fátima,Areia Branca,Fixa Digital HD,Em Funcionamento,1,,2025-03-21,true,true,true,2025-11-18 18:18:35.494527+00,2025-11-18 18:32:01.616054+00
